Sentence,grade
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,0
Great food and the prices are very reasonable.,2
"A cool bar with great food, and tons of excellent beer.",2
"Be sure to try the seasonal, and always delicious, specials.",2
The ambience is authentic and relaxing and we have always received attentive and prompt service.,2
"Fresh, authentic, french cuisine in substantial portions.",2
"Drinks got screwed up, she acted put upon.",0
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,2
"At 5 dumplings for $1, you just cannot go wrong.",2
But the pizza is way to expensive.,0
"And the staff is also young, energeic and hot!!!!",2
"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",2
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",0
We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,2
Good drink.,2
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",2
We had a girls' night dinner here for restaurant week.,1
"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",0
My chow fun and chow see was really bland and oily.,0
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",2
"we did notice however, that some tables had what looked like pita instead of naan.",0
"I didn't take a look at the rest menu, but the oysters were fantastic.",1
The grilled cheese at home afterwards was better.!!,2
"Great service, great food.",2
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",0
When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,0
In summer-eat outside on a terrace (another great feature of Suan)!!!,2
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",2
We did have to wait at the bar for approx.,1
"If you love seafood, you would love this place!",2
"Good, fast service.",2
They charge different prices all the time.,0
"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",0
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",2
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",2
It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,0
"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",1
Love the Jazz bands on Fri and Sat.,2
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",2
The servers give you some sample slices of your order while you wait (shortly I might add).,2
The service was ok.,1
"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",1
"Don't expect to sit down inside though, there are only a few tables and they are always full.",0
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",2
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",2
The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,0
it's the only place you can get yummy authentic japanese comfort food.,2
We took advanatage of the half price sushi deal on saturday so it was well worth it.,2
we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,1
We were fast to order the appetizer platter since we were very hungry.,1
"The staff are attentive, and have smiles on their faces.",2
"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",2
"Largest and freshest pieces of sushi, and delicious!",2
Even the pasta is delicious here (a rarity in New York pizza restaurants).,2
"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",0
After my 3rd time the manager remembered me and treated me like an usual customer.,2
now if they could only get a toaster.,0
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",2
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,0
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",2
